name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info
Mount Rogers Community Services Board,Fernwood Counseling Center,6999 Carrollton Pike,Suite 1,Galax,VA,24333,276-238-5600,,,,,SA MH SUMH * OP * CBHC * ARIPI CLOZA QUETI RISPE ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * WI * PVTN * CMHG CSBG MC MD PI SCJJ SF SI SMHA SWFS * GL CJ CO TRMA PTSD SMI * STU * MST * PEER * TCC * SMPD * YAD ADLT SNR * AH * VPPD * COOT DEC FPSY CM IPC SPS
Spero Health,,105 Doctors Park,,Galax,VA,24333,276-263-8410,,,,,SA MH * OP * NRT NSC * GT IDD IPT TELE * PVTP * MC MD PI * SE GL CO HV DV TRMA PED SMI * STU * HIVT STDT HBT HCT * PEER * TCC * SMPD * YAD ADLT SNR * VPPD * COOT CM SPS
Henrico Area Mental Health and,Developmental Services,10299 Woodman Road,,Glen Allen,VA,23060,804-727-8500,804-727-8515,,,,SA MH * OP * CMHC * CHLOR FLUPH HALOP ARIPI BREXP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT EMDR GT IDD IPT TELE AIM * CIT PEON PEOFF WI * LCCG * CLF CMHG CSBG MC MD MI OSF PI SF SMHA * PA * CJ CO PTSD SED SMI * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH SP FX * F36 * VAPP * ACT COOT DEC ICM IMR PRS SEMP SH VRS CM IPC SPS
Master Center for Addiction Medicine,,6760 Main Street,Suite C,Gloucester,VA,23061,804-332-5950,,,,,SA MH * OP * OMH * NSC * CBT CFT DBT GT IDD IPT TELE * PVTP * MHC * MC MD MI PI SF * CO * PEER * TCC * SMPD * YAD ADLT SNR * VPPD * COOT FPSY CM
Middle Peninsula/Northern Neck CSB,Gloucester Counseling Center,9228 George Washington Mem Highway,,Gloucester,VA,23061,804-693-5057,,804-695-8100,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PROCH THIOT THIOR ARIPI ASENA CARIP CLOZA OLANZ OLANZF PALIP QUETI RISPE ZIPRA NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * CLF CMHG CSBG FG MC MD MI OSF PI PCF SCJJ SEF SF SI SMHA SWFS VAF * SS * SE CJ CO SMI * STU * TBS MST * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT FPSY PRS SEMP SH VRS CM SPS
Goochland Powhatan Community Services,,3058 River Road West,,Goochland,VA,23063,804-556-5400,,804-598-2200,,,SA MH SUMH * OP * CMHC * ANTPYCH * CBT DBT GT IDD IPT TELE * CIT PEON PEOFF WI * LCCG * CLF CMHG FG MC MD MI OSF PI SF SI SMHA SWFS * PA SS * TAY SED SMI * STU * MST LABT * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * AOT COOT PRS CM IPC SPS
Newport Academy,,11901 Plantation Drive,,Great Falls,VA,22066,877-820-6371,,,,,MH * OP PHDT RES * RTCC * AT CBT CFT DBT GT IDD IPT TELE * PVTP * CMHG CSBG PI SF * GL CO TRMA SED * SMON * CHLD * VAPN * DEC FPSY PRS SEMP CM IPC SPS ES
Danville Pittsylvania Community Servs,(DPCS) Gretna Location,111 Center Street,,Gretna,VA,24557,434-799-0456,,,,,MH SUMH * OP * CMHC * HALOP CLOZA OLANZ OLANZF RISPE ANTPYCH * CBT IPT TELE * LCCG * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * SS * TAY SED SMI * SMON * CHLD YAD ADLT SNR * AH * VAPN * CM
Cumberland Mountain Comm Servs Board,Buchanan County Satellite Office,- - -,,Grundy,VA,24614,276-935-7154,276-964-6702,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT GT IPT TELE AIM * CIT * LCCG * CMHG MC MD PI SF SMHA * MST LABT * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT CM SPS
Adult Comprehensive Outpatient Service,,200 Medical Drive,Suites A and B,Hampton,VA,23666,757-788-0200,757-788-0227 x11227,757-788-0266 x11266,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH TRIFL ARIPI CLOZA OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT AIM * CIT PEON * LCCG * CLF CMHG MC MD OSF PI SEF SF SI SMHA * SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT DEC IPC SPS ES
Center for Child and Family Services,,739 Thimble Sholas Boulevard,Building 400,Hampton,VA,23666,757-838-1960,757-838-1960 x0,,,,MH * OP * OMH * CBT CFT DBT GT IPT TELE * PVTN * CMHG MC MD MI PI SF * TAY TRMA PTSD * SMOP * CHLD YAD ADLT SNR * SP * VAPP * COOT FPSY SEMP
Hampton Newport News CSB,Crisis Stabilization Center,- - -,,Hampton,VA,23666,757-315-3650,,,,,SA MH SUMH * RES * RTCA * CHLOR HALOP ARIPI CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE NRT ANTPYCH * CBT CFT DBT GT IPT * LCCG * MD * PEER * SMON * YAD ADLT * AH * VAPN * CM
Integrated Health Services LLC,,2 Eaton Street,Suite 1103,Hampton,VA,23669,757-838-1894,,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT TELE * CIT * PVTP * CLF CMHG CSBG ITU MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * TAY SE GL VET ADM MF CJ CO TRMA TBI PED PTSD SED SMI * TCC * SMPD * CHLD YAD ADLT SNR * SP * VPPD * ACT COOT DEC FPSY PRS CM SPS
Master Center for Addiction Medicine,,2208 Executive Drive,Suite E,Hampton,VA,23666,804-332-5950,,,,,SA MH * OP * OMH * NSC * CBT CFT DBT GT IDD IPT TELE * PVTP * MHC * MC MD MI PI SF * CO * PEER * TCC * SMPD * YAD ADLT SNR * VPPD * COOT FPSY CM
Mental Wellness Now LLC,,1363 North Main Street,,Harrisonburg,VA,22802,540-246-8155,,,,,SA MH SUMH * OP * OMH * NRT * AT CBT CRT CFT DBT EMDR GT IDD IPT TELE * CIT PEON * PVTP * FQHC MHC * CLF CMHG CSBG ITU MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI PED PEFP PTSD SED SMI * PEER * TCC * SMPD * CHLD YAD ADLT SNR * SP * VPPD * ACT CDM COOT FPSY ICM IMR PRS VRS CM IPC SPS ES
Dominion Care,,1640 East Parham Road,,Henrico,VA,23228,804-272-2000,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT * PVTP * MC MD PI SF * SS * CO TRMA PTSD * STU * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT SPS
Hallmark Youthcare,,12800 West Creek Parkway,,Henrico,VA,23238,804-784-2200,804-784-6432,,,,SA MH SUMH * RES * RTCC * AT CBT CFT DBT GT IDD IPT * PVTP * MD PI * CO TRMA PTSD SED * SMON * CHLD * VAPN * COOT FPSY SPS ES
Parham Doctors Hospital,Center for Emotional Growth/SA PHP,7702 East Parham Road,"MOB 3, Suite 205",Henrico,VA,23294,804-672-4380,,,,,SA MH SUMH * PHDT * PH * CHLOR FLUPH HALOP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT * PVTP * MC MD PI SF * CO * STU * LABT * SMPD * YAD ADLT SNR * VPPD * FPSY SPS
SaVida Health,Honaker,5554 Redbud Highway,,Honaker,VA,24260,276-873-0910,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT IDD IPT TELE * PVTP * MC MD MI PI SCJJ SF SI VAF * SS * CO * HIVT HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * VAPN * AOT COOT ICM IMR CM ES
Mount Rogers Community Services Board,Grayson Youth and Family Services,108 Bedwell Street,,Independence,VA,24348,276-773-3515,,,,,SA MH SUMH * OP * CMHC * ARIPI ASENA LURAS OLANZ ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON PEOFF WI * STG * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * TAY GL VET ADM MF CO TRMA PEFP PTSD SED SMI * STU * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY CM SPS
Frontier Health,Lee County Behavioral Health,34084 Wilderness Road,,Jonesville,VA,24263,276-346-3590,,,,,SA MH SUMH * OP * OMH * CHLOR HALOP LOXAP ARIPI BREXP CARIP ILOPE OLANZ PALIP QUETI RISPE NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT WI * PVTN * CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SMHA SWFS VAF * PA SS * TAY SE GL VET ADM MF CJ CO HV TRMA TBI ALZ PED PTSD SED SMI * STU * TBS MST LABT * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT FPSY ICM PRS SEMP SH TPC VRS CM IPC SPS ES
Master Center for Addiction Medicine,,95 Harris Road,Building 6,Kilmarnock,VA,22482,804-315-3135,,,,,SA MH * OP * OMH * NSC * CBT CFT DBT GT IDD IPT TELE * PVTP * MHC * MC MD MI PI SF * CO * PEER * TCC * SMPD * YAD ADLT SNR * VPPD * COOT FPSY CM
Rappahannock General Hospital,Bridges Structured Outpatient Program,- - -,,Kilmarnock,VA,22482,804-435-9237,,,,,MH SUMH * OP * OMH * HALOP LOXAP THIOT CARIP CLOZA OLANZ OLANZF QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IDD IPT * PVTN * MC MD MI PI SF SMHA VAF * SE CO PEFP SMI * SMPD * YAD ADLT SNR * VPPD * FPSY ES
Rappahannock Area Comm Servs Board,King George Clinic,8479 Saint Anthonys Road,,King George,VA,22485,540-373-3223,540-775-9879 x0,,,,SA MH SUMH * OP * OMH * GT IDD IPT TELE AIM * CIT PEOFF * LCCG * MHC * CMHG MC MD PI SF SI * PEER * SMON * CHLD YAD ADLT SNR * VAPN * ACT COOT PRS CM
Southside Behavioral Health,Brunswick County,2087 Lawrenceville Plank Road,,Lawrenceville,VA,23868,434-848-4121,,,,,SA MH SUMH * OP * OMH * CHLOR HALOP PERPH ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CFT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * LCCG * CLF CMHG CSBG MC MD MI OSF PI SF SI SMHA SWFS * PA SS * TAY CJ CO SED SMI * STU * LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT CM
CMCSB Alcohol Detox/Residential Servs,The Laurels,- - -,,Lebanon,VA,24266,276-964-6702,276-889-3063,,,,SA MH SUMH * RES * RTCA * ANTPYCH * AT CBT GT IDD IPT TELE AIM * CIT * LCCG * MC MD PI SF SMHA * TBS MST LABT * PEER * SMON * YAD ADLT SNR * AH * VAPN * COOT SPS
SaVida Health,Lebanon,1245 East Main Street,,Lebanon,VA,24266,540-443-0114,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT IDD IPT TELE * PVTP * MC MD MI PI SCJJ SF SI VAF * SS * CO * HIVT HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * VAPN * AOT COOT ICM IMR CM ES
Inova Behavioral Health Services,,224 Cornwall Street NW,,Leesburg,VA,20176,703-771-2894,,,,,SA MH * HI * PSY * CHLOR FLUPH HALOP PIMOZ PROCH ARIPI ASENA CLOZA ILOPE OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT GT * CLF MC MD MI OSF PI PCF SF SI VAF * VET ADM MF CO HV TRMA PEFP PTSD * SMON * YAD ADLT SNR * AH * VAPN
Loudoun County Mental Health Center,,102 Heritage Way NE,Suite 302,Leesburg,VA,20176,703-771-5100,703-771-5155,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IDD IPT TELE * CIT PEON PEOFF WI * LCCG * CLF CMHG CSBG FG MC MD OSF SCJJ SEF SF SI SMHA SWFS * PA SS * TAY VET ADM CJ CO TRMA PEFP PTSD SED SMI * STU * MST LABT * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH SP * VPPD * ACT CDM COOT DEC FPSY ICM IMR CM IPC SPS
Newport Institute,,20173 Gleedsville Road,,Leesburg,VA,20175,855-272-7451,,,,,MH * OP PHDT RES * RTCA * AT CBT CFT DBT EMDR GT IPT TELE * PVTP * PI SF * TAY GL CO PED * SMON * YAD ADLT * VAPN * FPSY CM IPC ES
Newport Institute,,20179 Gleedsville Road,,Leesburg,VA,20175,855-272-7451,,,,,MH * OP PHDT RES * RTCA * AT CBT CFT DBT EMDR GT IPT TELE * PVTP * PI SF * TAY GL CO PED * SMON * YAD ADLT * VAPN * FPSY CM IPC ES
Newport Institute,,20191 Gleedsville Road,,Leesburg,VA,20175,855-272-7451,,,,,MH * OP PHDT RES * RTCA * AT CBT CFT DBT EMDR GT IPT TELE * PVTP * PI SF * TAY GL CO PED * SMON * YAD ADLT * VAPN * FPSY CM IPC ES
North Spring Behavioral Healthcare,,42009 Victory Lane,,Leesburg,VA,20176,703-777-0800,,703-554-6300,,,SA MH SUMH * HI OP PHDT RES * NSC * AT CBT DBT GT IDD IPT TELE * CIT PEON WI * PVTP * CLF CMHG CSBG ITU MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * CO SED * STU * HIVT STDT TBS MST LABT * PEER * SMPD * CHLD * AH * VPPD * COOT DEC FPSY PRS CM SPS ES
Rockbridge Area Community Servs Board,,241 Greenhouse Road,,Lexington,VA,24450,540-463-3141,,855-222-2046,,,SA MH SUMH * OP * OMH * HALOP ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IDD IPT TELE * CIT PEON WI * PVTN * FG MC MD MI OSF PI SF SI SMHA * SS * STU * TBS * PEER * TCC * SMPD * CHLD YAD ADLT SNR * VPPD * COOT FPSY ICM CM IPC SPS
Childhelp USA,Alice Tyler Village of Childhelp,23164 Dragoon Road,,Lignum,VA,22726,540-399-1926,540-729-5972,540-399-5073,,,MH SUMH * RES * RTCC * CHLOR HALOP LOXAP ARIPI LURAS OLANZ OLANZF QUETI RISPE ANTPYCH * AT CBT CFT DBT GT IPT * CIT PEON * PVTN * CLF MD MI OSF PI PCF SCJJ SEF SF SMHA SWFS * MF TRMA PTSD SED * HIVT STDT TBS MST HBT HCT LABT * SMON * CHLD * SP * VAPN * DEC FPSY CM IPC SPS ES
Northwestern Community Services,Page Clinic,136 General Drive,,Luray,VA,22835,540-636-2931,,,,,SA MH * OP * CMHC * FLUPH HALOP NRT NSC ANTPYCH * CBT DBT GT IDD IPT TELE * CIT PEOFF WI * LCCG * CLF CMHG CSBG MC MD MI OSF PI SF SWFS * VET ADM MF CJ CO TRMA SMI * STU * HS PEER * TCC * SMPD * YAD ADLT SNR * AH * VPPD * ACT COOT FPSY ICM PRS CM SPS ES
SaVida Health,Luray,700 East Main Street,,Luray,VA,22835,540-742-7330,,,,,SA MH SUMH * OP * NRT NSC ANTPYCH * IDD * PVTP * MC MD PI SF * SE GL VET CO HV SMI * STU * HIVT MST HBT HCT LABT * TCC * SMPD * YAD ADLT SNR * VPPD * IPC SPS
Centra Health Inc,Bridges Treatment Center,693 Leesville Road,,Lynchburg,VA,24502,434-200-5700 x5025,434-200-5700,434-200-4444,,,MH SUMH * RES * RTCC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT DBT GT IPT TELE * PVTN * CLF CMHG CSBG MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * GL TRMA PTSD SED * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * CHLD * VAPN * DEC FPSY ICM CM SPS ES
UVA Health System,Prince William Medical Center,8680 Hospital Way,,Manassas,VA,20110,703-369-8464,703-369-8864,,,,SA MH SUMH * HI * IPSY * ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT DBT GT IDD AIM * PEON WI * PVTN * CLF MC MD PI SF SMHA * SS * CO * STU * MST LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY CM SPS
Mount Rogers Community Services Board,Cornerstone,220 Hospital Avenue,,Marion,VA,24354,276-783-2356,,,,,SA MH SUMH * RES * RTCA * NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEOFF * PVTN * CMHG MD OSF PI SF SI SMHA * SS * SE CO SMI * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * DEC FPSY CM IPC SPS ES
EHS Martinsville,,6 Wall Street,Suite 205,Martinsville,VA,24112,276-638-0308,,,,,SA MH SUMH * OP * OMH * CBT CFT DBT GT IDD IPT TELE * PVTP * MD PI SF * SE CO TRMA PTSD SMI * HS * SMPD * YAD ADLT SNR * VPPD * SPS ES
Piedmont Community Services,,24 Clay Street,,Martinsville,VA,24112,276-632-7128,,276-632-2108,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT GT IDD IPT TELE * CIT PEON PEOFF WI * LCCG * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SMHA SWFS * PA SS * CJ TRMA PTSD SED * STU * TBS MST * PEER * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT SH CM SPS
Piedmont Community Services,Horizons Day Treatment Programs,- - -,,Martinsville,VA,24112,276-632-9608,,,,,MH SUMH * OP * AT * PVTN * CMHG MD SF SMHA * SS * SMI * PEER * SMPD * YAD ADLT SNR * VPPD * DEC PRS
Spero Health,Martinsville VA Clinic,314 Fairy Street,Suite B,Martinsville,VA,24112,276-201-1647,,,,,SA MH * OP * NRT NSC * GT IDD IPT TELE * PVTP * MC MD PI * SE GL CO HV DV TRMA PED SMI * STU * HIVT STDT HBT HCT * PEER * TCC * SMPD * YAD ADLT SNR * VPPD * COOT CM SPS
Center for Discovery,McLean,5949 Oakdale Road,,McLean,VA,22101,866-944-9796,,,,,SA MH * RES * RTCA * CBT CFT DBT GT IPT * PVTP * CLF CMHG CSBG MI OSF PI SCJJ SEF SF SI SMHA SWFS * PED * MST * HS * SMPD * YAD ADLT * VPPD * DEC FPSY CM
Newport Academy,,1318 Kurtz Road,,McLean,VA,22101,877-820-6371,,,,,MH * OP PHDT RES * RTCC * AT CBT CFT DBT GT IDD IPT TELE * PVTP * PI SF * GL CO TRMA PTSD SED * SMON * CHLD * VAPN * DEC FPSY PRS VRS CM IPC ES
Hanover County Comm Services Board,,8475 Bell Creek Road,,Mechanicsville,VA,23116,804-365-4222,,,,,SA MH SUMH * OP * CMHC * FLUPH HALOP LOXAP PERPH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEOFF * LCCG * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * PA SS * TAY CO SED SMI * STU * MST LABT * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY CM
Family Insight,,2820 Waterford Lake Drive,Suite 102,Midlothian,VA,23112,804-658-4509,,,,,SA MH SUMH * OP * OMH * AT CBT CRT CFT DBT GT IDD IPT TELE * PVTP * MD PI SF SI SMHA VAF * SMON * CHLD YAD ADLT SNR * VAPN * COOT FPSY
Center for Child and Family Services,,739 Thimble Shoals Boulevard,Suite 400,Newport News,VA,23606,757-838-1960,,,,,MH * OP * OMH * AT CBT CFT DBT GT IPT TELE * PVTN * CMHG MD MI PI SF * TAY VET ADM MF TRMA PTSD * SMOP * CHLD YAD ADLT SNR * SP * VAPP * COOT FPSY SPS
Universal Mental Health Services LLC,,714 J Clyde Morris Boulevard,Suite 180,Newport News,VA,23601,757-706-3309,,,,,SA MH SUMH * OP * OMH * CBT CFT DBT GT IDD IPT TELE * PVTP * MHC * MC MD PI SF * TAY CO TRMA PTSD SMI * SMOP * CHLD YAD ADLT SNR * VAPP * COOT FPSY
Childrens Services Center,Robin Hood Road Center,5505 Robin Hood Road,Suites C-1 and C-2,Norfolk,VA,23513,757-756-5600,,,,,SA MH SUMH * OP * CMHC * CBT CFT IDD IPT TELE * PEON PEOFF * LCCG * CLF MD OSF PI SF SMHA * SS * TAY MF CJ CO TRMA PED SED * STU * MST LABT * SMPD * CHLD * AH * VPPD * COOT FPSY CM SPS
Kempsville Center for Behavioral Hlth,Kempsville Center,860 Kempsville Road,,Norfolk,VA,23502,757-461-4565,,877-409-2228,,,SA MH SUMH * HI PHDT RES * ANTPYCH * AT CBT GT IDD IPT TELE * CIT PEON WI * PVTP * CLF MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * GL MF CO TRMA PTSD SED * SMON * CHLD * AH * VAPN * SPS
Master Center for Addiction Medicine,,701 South Main Street,Suite 100-A,Norfolk,VA,23523,804-315-3135,,,,,SA MH * OP * OMH * NSC * CBT CFT DBT GT IDD IPT TELE * PVTP * MHC * MC MD MI PI SF * CO * PEER * TCC * SMPD * YAD ADLT SNR * VPPD * COOT FPSY CM
Norfolk Community Services Board,Central Business Park Center,7447 Central Business Park Drive,,Norfolk,VA,23513,757-756-5600,,757-756-5619,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH TRIFL ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * CIT PEON PEOFF * LCCG * CLF CMHG CSBG MC MD OSF PI SCJJ SF SI SMHA SWFS * SS * TAY SE VET ADM MF CJ CO ALZ SMI * STU * MST LABT * HS PEER * TCC * SMPD * YAD ADLT SNR * AH * VPPD * ACT CDM COOT DEC FPSY ICM IMR SH CM IPC SPS
Norfolk Community Services Board,Tidewater Drive Center,7460 Tidewater Drive,,Norfolk,VA,23505,757-756-5600,,,,,SA MH SUMH * OP * CMHC * CBT CFT DBT GT IDD IPT TELE * CIT PEON PEOFF WI * LCCG * CLF CMHG CSBG MC MD OSF PI SCJJ SF SI SMHA SWFS * SS * CJ CO HV TRMA PTSD SMI * STU * LABT * PEER * SMPD * YAD ADLT SNR * AH * VPPD * COOT FPSY CM SPS
Health Connect America,,616 Park Avenue NW,,Norton,VA,24273,276-644-7690,,,,,SA MH SUMH * OP * OMH * NSC ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * PVTP * MD PI SCJJ SF SMHA SWFS * SS * CJ CO SED * STU * PEER * TCC * SMOP * CHLD YAD ADLT SNR * VAPP * COOT FPSY TPC SPS ES
Eastern Shore Behavioral Hlthcare Ctr,,19056 Greenbush Road,,Parksley,VA,23421,757-665-1260,,757-442-7707 x100,,,SA MH SUMH * OP * OMH * HALOP ARIPI CLOZA OLANZ OLANZF PALIP QUETI RISPE NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT WI * LCCG * CMHG MC MD MI PI SF SMHA * SS * TAY SE VET CJ CO DV TRMA TBI ALZ PEFP PTSD SED SMI * STU * MST * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT PRS CM SPS
New River Valley Community Services,Giles Clinic,705 Wenonah Avenue,,Pearisburg,VA,24134,540-921-2238,540-961-8400,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT PEOFF * LCCG * CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * SS * CJ TRMA PTSD SED SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY IMR CM SPS
Family Preservation Services,Duffield Regional office,109 North Main Street,,Pennington Gap,VA,24277,276-546-3330,,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT IPT * PVTP * CLF CSBG MD PI SCJJ SF SI SMHA SWFS * TAY TRMA PTSD SED SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * VPPD * DEC FPSY SPS
SaVida Health,Pennington Gap,127 Healthcare Drive,Suites RC and 4,Pennington Gap,VA,24277,276-295-0701,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT IDD IPT TELE * PVTP * MC MD MI PI SCJJ SF SI VAF * SS * CO * HIVT HBT HCT LABT * PEER * TCC * SMON * YAD ADLT SNR * VAPN * AOT COOT ICM IMR CM ES
District 19 Community Services Board,Child and Adolescent Division,20 West Bank Street,Suite 5,Petersburg,VA,23803,804-862-8002,804-862-8008,,,,SA MH SUMH * OP * OMH * CLOZA RISPE ANTPYCH * CBT GT IDD IPT TELE * CIT PEON PEOFF WI * LCCG * CLF CMHG MC MD OSF PI SCJJ SF SI SMHA SWFS * CO SED * PEER * TCC * SMPD * CHLD * AH * VPPD * FPSY SEMP CM SPS ES
Dept of Behavioral Healthcare Services,SA Outpatient Treatment Services,1811 King Street,,Portsmouth,VA,23704,757-393-8618 x8031,757-393-5357,,,,SA MH SUMH * OP * OMH * ARIPI BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IDD IPT TELE * CIT PEON PEOFF * LCCG * FQHC * CMHG CSBG MC MD OSF PI SF SI * PA SS * CJ CO TRMA SED SMI * STU * MST LABT * HS PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT FPSY PRS SH VRS CM IPC SPS ES
Harbor Point Behavioral Health Center,,301 Fort Lane,,Portsmouth,VA,23704,757-393-0061,757-391-5927,757-391-5940,,,MH SUMH * RES * RTCC * ANTPYCH * AT CBT CFT DBT EMDR GT IPT * PVTP * CLF MD MI OSF PI SCJJ SEF SF SMHA SWFS * GL MF CJ CO TRMA PTSD SED * STU * MST LABT * SMON * CHLD * VAPN * CDM COOT DEC FPSY CM IPC SPS ES
Family Preservation Services,Cedar Bluff Office,220 Clay Drive,,Pounding Mill,VA,24637,276-963-3606,,,,,SA MH SUMH * OP * CMHC * CBT CFT DBT GT IPT TELE * PVTP * CLF CMHG CSBG MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * TAY SE CO TRMA PTSD SED SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * VPPD * COOT FPSY TPC SPS
